,,,,,,,Days Of,Connection Flight,,
Origin,Destination,Flight Number,Departure Time,Arrival Time,Flight Time,Routing,,,Effective From,EffectiveTo
,,,,,,,Operations,No,,
Ahmedabad,Bengaluru,G8 804,21:10,23:25,02:15,Non Stop,Daily,-,02/03/2023,03/25/2023
Ahmedabad,Chandigarh,G8 911,08:10,10:10,02:00,Non Stop,"M,Tu,W,Th,F,Sa",-,02/03/2023,02/15/2023
Ahmedabad,Chandigarh,G8 3011,15:35,17:50,02:15,Non Stop,Daily,-,02/03/2023,03/25/2023
Ahmedabad,Chennai,G8 413,21:10,07:35,10:25,Via BOM,"M,Tu,W,Th,F,Su",G8 305,02/03/2023,02/05/2023
Ahmedabad,Chennai,G8 537,20:10,07:35,11:25,Via BOM,"M,Tu,W,Th,F,Su",G8 305,02/03/2023,02/05/2023
Ahmedabad,Chennai,G8 413,21:10,10:00,12:50,Via BOM,Sa,G8 305,02/03/2023,02/10/2023
Ahmedabad,Chennai,G8 537,20:10,10:00,13:50,Via BOM,Sa,G8 305,02/03/2023,02/10/2023
Ahmedabad,Chennai,G8 392,05:45,10:00,04:15,Via BOM,Su,G8 305,02/03/2023,02/11/2023
Ahmedabad,Chennai,G8 2505,15:05,00:30,09:25,Via BOM,Sa,G8 4035,02/05/2023,02/15/2023
Ahmedabad,Chennai,G8 459,09:25,00:30,15:05,Via BOM,Sa,G8 4035,02/05/2023,02/15/2023
Ahmedabad,Dehra Dun,G8 244,07:05,14:00,06:55,Via BOM,Su,G8 2315,02/03/2023,02/15/2023
Ahmedabad,Dehra Dun,G8 459,09:25,15:35,06:10,Via BOM,W,G8 2315,02/03/2023,02/15/2023
Ahmedabad,Dehra Dun,G8 459,09:25,14:00,04:35,Via BOM,"M,Tu,Th,F,Sa,Su",G8 2315,02/03/2023,02/15/2023
Ahmedabad,Dehra Dun,G8 392,05:45,14:00,08:15,Via BOM,"M,Th,Sa,Su",G8 2315,02/03/2023,03/25/2023
Ahmedabad,Dehra Dun,G8 392,05:00,14:00,09:00,Via BOM,"Tu,F",G8 2315,02/03/2023,03/25/2023
Ahmedabad,Dehra Dun,G8 392,05:45,15:35,09:50,Via BOM,W,G8 2315,02/03/2023,03/25/2023
Ahmedabad,Delhi,G8 3006,19:45,08:45,13:00,Via HYD,Daily,G8 424,02/03/2023,02/14/2023
Ahmedabad,Delhi,G8 714,23:15,00:50,01:35,Non Stop,Daily,-,02/03/2023,02/15/2023
Ahmedabad,Delhi,G8 715,05:00,14:30,09:30,Via PNQ,"M,Tu,W,Th,F,Su",G8 174,02/03/2023,02/15/2023
Ahmedabad,Delhi,G8 718,19:35,21:15,01:40,Non Stop,"M,Tu,W,Th,F,Su",-,02/03/2023,02/15/2023
Ahmedabad,Delhi,G8 718,18:55,20:40,01:45,Non Stop,Sa,-,02/03/2023,02/15/2023
Ahmedabad,Delhi,G8 720,08:30,10:05,01:35,Non Stop,Daily,-,02/03/2023,02/15/2023
Ahmedabad,Goa,G8 1913,16:55,18:35,01:40,Non Stop,Su,-,02/05/2023,02/12/2023
Ahmedabad,Goa,G8 1913,16:55,18:35,01:40,Non Stop,"M,Tu,Th,F,Sa",-,02/03/2023,02/14/2023
Ahmedabad,Goa,G8 413,21:10,10:30,13:20,Via BOM,Sa,G8 244,02/03/2023,02/14/2023
Ahmedabad,Goa,G8 413,21:10,06:10,09:00,Via BOM,Daily,G8 575,02/03/2023,02/14/2023
Ahmedabad,Goa,G8 537,20:10,10:30,14:20,Via BOM,Sa,G8 244,02/03/2023,02/14/2023
Ahmedabad,Goa,G8 537,20:10,06:10,10:00,Via BOM,Daily,G8 575,02/03/2023,02/14/2023
Ahmedabad,Goa,G8 244,07:05,12:45,05:40,Via BOM,Su,G8 331,02/03/2023,02/15/2023
Ahmedabad,Goa,G8 244,07:05,10:30,03:25,Via BOM,Su,G8 244,02/03/2023,02/15/2023
Ahmedabad,Goa,G8 244,07:05,16:35,09:30,Via BOM,Su,G8 382,02/03/2023,02/15/2023
Ahmedabad,Goa,G8 244,07:05,17:45,10:40,Via BOM,Su,G8 371,02/03/2023,02/15/2023
Ahmedabad,Goa,G8 2505,15:05,23:25,08:20,Via BOM,"M,Tu,Th,F,Sa,Su",G8 384,02/03/2023,02/15/2023
Ahmedabad,Goa,G8 392,05:45,12:45,07:00,Via BOM,"M,W,Th,Sa,Su",G8 331,02/03/2023,02/15/2023
Ahmedabad,Goa,G8 392,05:00,12:45,07:45,Via BOM,"Tu,F",G8 331,02/03/2023,02/15/2023
Ahmedabad,Goa,G8 392,05:00,16:35,11:35,Via BOM,"Tu,F",G8 382,02/03/2023,02/15/2023
Ahmedabad,Goa,G8 392,05:00,17:45,12:45,Via BOM,"Tu,F",G8 371,02/03/2023,02/15/2023
Ahmedabad,Goa,G8 392,05:45,17:45,12:00,Via BOM,"M,W,Th,Sa,Su",G8 371,02/03/2023,02/15/2023
Ahmedabad,Goa,G8 392,05:45,16:35,10:50,Via BOM,"M,W,Th,Sa",G8 382,02/03/2023,02/15/2023
Ahmedabad,Goa,G8 392,05:45,16:35,10:50,Via BOM,Su,G8 382,02/03/2023,02/15/2023
Ahmedabad,Goa,G8 392,05:45,10:30,04:45,Via BOM,Su,G8 244,02/03/2023,02/15/2023
Ahmedabad,Goa,G8 459,09:25,17:45,08:20,Via BOM,Daily,G8 371,02/03/2023,02/15/2023
Ahmedabad,Goa,G8 459,09:25,16:35,07:10,Via BOM,Daily,G8 382,02/03/2023,02/15/2023
Ahmedabad,Goa,G8 459,09:25,23:25,14:00,Via BOM,Daily,G8 384,02/03/2023,02/15/2023
Ahmedabad,Goa,G8 3007,05:45,07:30,01:45,Non Stop,"M,Tu,W,Th,F,Su",-,02/03/2023,03/24/2023
Ahmedabad,Goa,G8 1913,18:45,20:25,01:40,Non Stop,W,-,02/03/2023,03/25/2023
Ahmedabad,Goa,G8 3007,05:00,06:45,01:45,Non Stop,Sa,-,02/04/2023,03/25/2023
Ahmedabad,Goa-New Goa,G8 244,07:05,11:15,04:10,Via BOM,Su,G8 3205,02/03/2023,02/15/2023
Ahmedabad,Goa-New Goa,G8 413,21:10,11:15,14:05,Via BOM,Daily,G8 3205,02/03/2023,02/15/2023
Ahmedabad,Goa-New Goa,G8 804,21:10,09:55,12:45,Via BLR,Daily,G8 2122,02/03/2023,03/24/2023
Ahmedabad,Goa-New Goa,G8 392,05:00,11:15,06:15,Via BOM,"Tu,F",G8 3205,02/03/2023,03/25/2023
Ahmedabad,Goa-New Goa,G8 392,05:45,11:15,05:30,Via BOM,"M,W,Th,Sa,Su",G8 3205,02/03/2023,03/25/2023
Ahmedabad,Guwahati,G8 532,06:20,10:25,04:05,Via CCU,Daily,G8 532,02/03/2023,02/15/2023
Ahmedabad,Guwahati,G8 532,06:20,12:15,05:55,Via CCU,Sa,G8 3538,02/03/2023,02/15/2023
Ahmedabad,Guwahati,G8 720,08:30,15:05,06:35,Via DEL,Daily,G8 157,02/03/2023,02/15/2023
Ahmedabad,Hyderabad,G8 720,08:30,22:55,14:25,Via DEL,Daily,G8 422,02/03/2023,02/15/2023
Ahmedabad,Hyderabad,G8 3006,19:45,21:30,01:45,Non Stop,Daily,-,02/03/2023,03/25/2023
Ahmedabad,Jaipur,G8 718,19:35,00:40,05:05,Via DEL,"M,Tu,W,Th,F,Su",G8 7001,02/04/2023,02/04/2023
Ahmedabad,Jaipur,G8 718,18:55,00:40,05:45,Via DEL,Sa,G8 7001,02/04/2023,02/04/2023
Ahmedabad,Jammu,G8 244,07:05,13:10,06:05,Via BOM,Su,G8 287,02/03/2023,02/04/2023
Ahmedabad,Jammu,G8 392,05:00,13:10,08:10,Via BOM,"Tu,F",G8 287,02/03/2023,02/04/2023
Ahmedabad,Jammu,G8 392,05:45,13:10,07:25,Via BOM,"M,W,Th,Sa,Su",G8 287,02/03/2023,02/04/2023
Ahmedabad,Jammu,G8 720,08:30,15:20,06:50,Via DEL,Daily,G8 697,02/03/2023,02/05/2023
Ahmedabad,Kannur,G8 244,07:05,18:45,11:40,Via BOM,Su,G8 370,02/03/2023,02/15/2023
Ahmedabad,Kannur,G8 392,05:45,18:45,13:00,Via BOM,"M,W,Th,Sa,Su",G8 370,02/03/2023,02/15/2023
